joint,initial_rad,final_rad,delta_rad
theta_1,0.0,-2.4419733963762624e-07,-2.4419733963762624e-07
theta_2,-1.5707963267948966,-1.5707969678654623,-6.410705657433624e-07
theta_3,1.5707963267948966,1.5707969120590062,5.852641096204536e-07
theta_4,0.0,-4.521545431853033e-07,-4.521545431853033e-07
theta_5,1.5707963267948966,1.5707960105531433,-3.1624175322875203e-07
theta_6,0.0,2.093744044109267e-11,2.093744044109267e-11
