joint,initial_rad,final_rad,delta_rad
theta_1,0.0,-0.05565834895294918,-0.05565834895294918
theta_2,-1.5707963267948966,-1.5014989934269316,0.06929733336796495
theta_3,1.5707963267948966,1.5463722446114618,-0.024424082183434725
theta_4,0.0,0.0783772969720748,0.0783772969720748
theta_5,1.5707963267948966,1.4689657260853657,-0.10183060070953087
theta_6,0.0,-0.06604665346741558,-0.06604665346741558
